"ERR127302","ERR127303","ERR127304","ERR127305","ERR127306","ERR127307","ERR127308","ERR127309"
"406908",0,0,0,0,0,0,0,0
"406909",0,0,0,0,0,0,0,0
"406910",0,0,0,0,0,0,0,1
"406911",0,0,0,0,0,0,0,0
"406912",0,0,0,0,0,0,0,1
"406913",0,0,0,0,0,0,0,0
"406914",0,0,0,0,0,0,0,0
"406915",0,0,0,0,0,0,0,0
"406916",0,0,0,0,0,0,0,0
"406917",0,0,0,0,0,0,0,0
"406918",0,0,0,0,0,0,0,0
"406919",0,0,0,0,0,0,0,2
"406920",0,0,1,0,3,2,2,2
"406921",0,0,0,0,0,0,0,0
"406922",0,0,0,0,0,0,0,0
"406923",0,0,0,0,0,0,0,0
"406924",0,0,0,0,0,0,0,0
"406925",0,0,0,0,0,0,0,0
"406926",0,0,0,0,0,0,0,0
"406927",0,0,0,0,0,0,0,0
"406928",0,0,0,0,0,0,0,0
"406929",0,0,0,0,0,0,0,0
"406930",0,0,0,0,0,0,1,3
"406931",0,0,0,0,0,0,0,0
"406932",0,0,0,0,0,0,0,0
"406933",0,0,0,0,0,0,0,0
"406934",0,0,0,0,0,0,0,0
"406935",0,0,0,0,0,0,0,0
"406936",0,0,0,0,0,0,0,0
"406938",0,0,0,0,0,0,0,0
"406939",0,0,0,0,0,0,0,0
"406940",0,0,0,0,0,0,0,0
"406941",0,0,0,0,0,2,0,0
"406942",1,0,0,0,0,0,0,0
"406943",0,0,0,0,0,0,0,0
"406944",0,0,0,0,0,0,0,0
"406945",0,0,0,0,0,0,0,0
"406946",0,0,0,0,0,0,0,0
"406947",0,0,0,0,0,0,0,0
"406949",0,0,0,0,0,0,0,0
"406950",0,0,0,0,0,0,0,0
"406951",0,0,0,0,0,0,0,0
"406954",0,0,0,0,0,0,0,1
"406955",0,0,0,0,0,0,0,0
"406956",1,0,0,0,0,0,0,0
"406957",0,0,0,0,0,0,0,0
"406958",0,0,0,1,0,0,0,0
"406959",0,0,0,0,0,0,0,0
"406960",0,0,0,0,0,0,0,0
"406961",0,0,0,0,0,0,0,0
"406962",0,2,0,0,0,0,0,0
"406963",0,0,0,0,0,0,0,0
"406964",0,0,0,0,0,0,0,0
"406965",0,0,0,0,0,0,0,0
"406966",0,0,0,0,0,0,0,0
"406967",0,0,1,0,0,0,0,0
"406968",1,0,0,1,0,0,0,3
"406969",0,0,0,0,0,2,0,0
"406970",0,0,0,0,0,0,0,0
"406972",0,0,0,0,0,0,0,0
"406973",4,1,5,0,4,0,3,0
"406974",2,0,2,3,3,6,1,4
"406975",0,0,0,0,0,0,0,0
"406976",0,0,0,0,1,0,0,0
"406978",0,0,0,0,0,0,0,0
"406980",0,0,0,0,0,0,0,0
"406981",0,0,0,0,0,0,0,0
"406983",0,0,0,0,0,0,0,0
"406984",0,0,0,0,0,0,0,0
"406985",0,0,0,0,0,0,0,0
"406986",0,0,0,0,0,0,0,0
"406987",0,0,0,0,0,0,0,0
"406988",0,0,0,0,0,0,0,0
"406989",0,0,0,0,0,0,0,0
"406990",0,0,0,0,0,0,0,0
"406991",0,0,0,0,0,1,0,0
"406992",3,4,4,4,22,4,15,8
"406993",0,0,0,0,0,0,0,0
"406994",0,0,1,0,3,1,2,0
"406995",0,0,0,0,0,0,0,0
"406997",0,2,2,0,0,0,0,0
"406998",0,0,0,0,0,0,0,0
"406999",0,0,0,0,0,0,0,0
"407",1,4,3,4,4,0,1,3
"4070",0,0,0,0,0,0,2,0
"407000",0,0,0,0,0,0,0,0
"407001",0,0,0,0,0,0,0,0
"407002",4,1,1,1,2,0,1,1
"407003",0,0,0,0,0,0,0,0
"407004",0,0,0,0,0,0,0,0
"407006",0,1,4,2,3,1,3,4
"407007",0,0,0,0,0,0,0,0
"407008",0,0,0,0,0,0,0,0
"407011",8,5,10,11,20,23,17,9
"407014",67,47,51,65,37,47,43,30
"407015",0,0,0,0,0,0,0,0
"407016",0,0,2,0,0,0,0,0
"407017",0,0,0,0,1,0,0,0
"407021",0,0,0,0,0,0,0,0
"407022",0,0,0,0,0,0,0,1
"407023",0,0,0,0,0,0,0,0
"407024",0,0,0,0,0,0,0,0
"407026",14,12,6,4,6,5,8,14
"407027",0,0,0,0,0,0,0,0
"407029",0,0,0,0,0,0,0,0
"407030",0,0,0,0,0,0,0,0
"407031",0,0,0,0,0,0,0,0
"407032",0,7,1,3,2,1,0,1
"407033",0,0,0,0,0,0,0,0
"407034",0,0,0,0,0,0,0,0
"407035",0,0,0,0,0,0,0,0
"407036",1,1,0,0,0,1,0,1
"407037",0,0,0,0,1,0,1,2
"407039",0,0,0,0,0,0,0,0
"407040",0,0,1,1,2,3,2,1
"407041",0,0,0,0,0,0,0,0
"407042",0,0,0,0,0,0,0,0
"407043",19,17,16,14,6,7,5,7
"407044",0,0,0,0,0,0,0,0
"407045",0,0,0,0,0,0,0,0
"407046",0,0,0,0,0,0,0,0
"407047",0,0,0,0,0,0,0,0
"407049",0,0,0,0,0,0,0,0
"407050",7,8,10,2,5,9,2,3
"407051",0,0,0,0,0,0,0,0
"407053",0,0,0,0,0,0,0,0
"407054",2,0,1,0,0,0,0,0
"407055",0,0,0,0,0,0,0,0
"407056",0,0,0,1,2,2,5,2
"4071",79907,89331,48543,46956,37909,44384,41004,38248
"4072",0,0,2,0,0,0,0,0
"4074",7589,9328,9193,8290,6673,7683,7052,6547
"4076",13731,17585,14274,11811,11013,13372,12087,12177
"4077",2587,3408,3912,3250,3533,4197,3908,3803
"407738",2,0,6,0,0,0,0,0
"407835",288,312,438,538,968,839,1176,1029
"407975",186,223,168,84,28,47,26,56
"407977",0,0,0,0,0,0,0,0
"408",1686,1792,2385,2654,2101,2360,2368,1962
"408029",18,17,25,20,13,7,8,9
"408050",8379,8673,6677,6495,12399,13579,13561,11904
"408187",0,0,0,0,0,0,0,0
"4082",1492,1809,1480,980,1492,1693,1616,1659
"408263",0,0,0,0,0,0,0,0
"4084",220,202,200,220,187,196,202,198
"4085",553,723,367,309,202,303,257,238
"4086",464,581,594,518,348,462,454,422
"4087",3229,4094,4385,3627,2364,3043,2737,2801
"4088",3088,2910,6545,6532,2948,3306,3150,2739
"4089",1213,1326,2023,1922,1602,1929,1814,1730
"409",1433,1364,2411,2295,2258,2541,2544,2148
"4090",1594,2074,1135,882,1057,1398,1170,1169
"4091",1256,791,683,858,840,767,959,825
"4092",692,670,512,469,629,582,586,593
"4093",0,4,4,2,4,3,8,0
"4094",0,0,0,0,0,0,0,0
"4097",3435,2916,3414,3665,4009,4346,4560,3795
"4099",21,27,19,16,60,53,71,54
"41",1861,1863,1132,1238,1915,1945,2176,1849
"410",1019,860,704,902,2098,1956,2224,1964
"4100",104,118,111,114,108,88,102,104
"4101",150,139,112,98,77,99,92,76
"4102",3329,3230,3824,3473,3464,3738,3756,3230
"4103",0,0,0,0,0,0,0,0
"4104",0,0,0,0,0,0,0,0
"4105",3637,3964,4341,4116,3901,4179,4068,3688
"4107",0,0,2,0,0,6,0,2
"4109",0,0,0,0,0,0,0,0
"411",1051,1061,807,758,1586,1828,1857,1568
"4110",11,14,11,22,9,12,14,16
"4111",2809,2919,3369,3064,3388,3621,3626,3112
"4112",32,44,14,22,16,10,28,14
"4113",166,228,142,106,164,157,160,127
"4114",0,0,0,0,0,0,0,0
"4115",0,0,0,0,0,0,0,0
"4116",322,419,573,363,190,183,186,225
"4117",19,38,38,13,19,11,23,12
"4118",0,0,0,0,0,0,0,0
"412",6397,7773,2630,2371,2565,2903,2957,2816
"4121",1434,1611,1070,821,1263,1374,1264,1182
"4122",6077,6091,5062,5306,6305,6473,6633,5810
"4123",1492,1184,1268,1307,2056,2233,2207,1895
"4124",2403,2933,3446,2810,2382,3018,2707,2783
"4125",5329,4402,5407,5897,8733,9190,9304,8151
"4126",1318,1517,1026,933,1840,2072,2067,1909
"4128",2,2,4,0,4,2,2,0
"4129",4,0,0,0,0,0,0,0
"4130",128,120,162,162,542,585,617,482
"4131",12,7,16,22,35,32,36,36
"4133",2,0,0,0,2,2,4,4
"4134",14373,14452,20657,20455,10485,11590,11771,10790
"4135",0,0,0,0,0,0,0,0
"4137",20,16,10,12,14,8,12,2
"4139",445,467,513,406,331,380,370,363
"414",0,0,0,2,0,0,0,0
"4140",1307,1398,1906,1964,1244,1512,1497,1302
"414059",47,37,52,47,77,68,62,53
"414060",32,37,41,43,41,31,47,29
"414061",0,0,0,0,0,0,0,0
"414062",0,0,0,0,0,0,0,0
"4141",11615,11842,11639,11781,10563,11701,11972,10447
"414149",8,6,7,7,6,6,7,0
"414152",0,2,0,0,0,2,0,0
"414157",3,4,2,7,4,4,1,4
"414189",743,724,838,787,547,531,517,459
"4142",0,0,0,0,0,0,0,0
"414201",0,0,0,0,0,0,0,0
"414235",0,0,0,0,0,0,0,0
"414236",0,1,0,0,5,0,4,1
"414241",63,109,78,64,48,76,63,69
"414245",0,0,0,0,0,0,0,0
"414260",0,0,0,0,0,0,0,0
"4143",0,0,0,0,0,0,0,0
"414301",0,0,0,0,0,0,0,0
"414318",4,0,2,2,7,8,8,10
"414325",0,0,0,0,0,0,0,0
"414328",30,39,46,25,47,64,46,60
"414332",6,6,6,4,0,0,0,6
"414351",0,0,0,0,0,0,0,0
"4144",15070,16970,15602,14972,10388,12228,11002,10568
"4145",2104,1456,2520,3204,2302,2419,2554,2298
"4146",0,2,4,11,10,0,3,5
"4147",2184,2246,1656,1786,2787,3147,3364,2928
"414764",0,0,0,0,0,0,0,0
"414765",5,7,5,8,1,8,9,3
"414767",0,0,0,0,0,2,0,0
"414777",920,1119,884,821,859,1070,961,977
"4148",98,117,44,46,146,148,150,93
"414899",0,1,0,0,2,0,0,0
"4149",518,573,780,739,521,568,573,509
"414918",54,58,62,55,251,267,299,281
"414919",778,481,715,900,990,1081,1079,1029
"414926",0,0,0,0,0,0,0,0
"415",0,0,0,0,0,0,0,0
"4150",8773,7813,11706,13524,10725,11378,11141,10087
"415056",0,0,0,0,0,0,0,0
"4151",60,86,110,76,289,330,264,297
"415116",3074,2061,3019,3529,4082,4004,4322,3751
"415117",2,0,6,0,0,0,2,0
"4152",1262,1220,1715,1823,1987,1944,1966,1757
"4153",0,0,0,0,0,0,0,0
"4154",1341,1822,3576,3299,2163,2744,2321,2357
"4155",315,338,522,518,310,338,301,304
"4157",218,165,186,252,158,156,151,127
"4158",0,0,0,0,0,0,0,0
"4159",0,0,0,0,0,0,0,0
"416",0,0,0,0,0,0,0,0
"4160",0,0,0,0,0,0,0,0
"4161",0,0,0,0,0,0,0,0
"4162",30500,27917,19661,21175,31348,32853,32978,29319
"4163",1793,2003,1685,1611,1268,1357,1254,1201
"4166",4,2,4,4,20,23,17,10
"4168",52,70,38,19,20,32,30,26
"417",8,0,0,0,4,4,2,2
"4170",5174,5775,7320,5983,4278,4721,4614,4353
"4171",15911,15404,26108,28945,16774,17896,17535,15626
"4172",10299,10793,15158,15054,14892,15809,16004,14415
"4173",10058,10555,17571,18246,13690,15588,14799,13746
"4174",8182,7125,13868,16983,16608,17118,17760,15523
"4175",4287,5238,5777,4955,3867,4636,4202,3926
"4176",19036,18095,25589,26916,15657,16490,16732,13913
"4179",14289,18163,8723,7119,4742,6297,5488,5396
"4184",0,0,0,0,0,0,0,0
"4185",178,98,149,112,42,60,65,40
"4188",6,2,0,4,4,0,0,2
"4189",332,478,210,145,298,379,360,350
"419",0,0,0,0,0,0,0,0
"4190",3303,3864,4323,4310,4574,5518,5127,4988
"4191",9537,9642,12678,13570,11868,12426,12544,10334
"4192",20,22,18,16,32,22,18,26
"4193",2067,2883,1229,888,1726,2166,1808,1870
"4194",1132,1377,1086,798,861,1032,981,936
"4199",1490,1858,1398,1249,1465,1658,1574,1496
"420",0,0,2,0,0,0,0,0
"4200",1207,1431,1099,985,1017,1139,1032,1084
"4201",887,914,1252,1080,1221,1339,1420,1164
"4204",2709,2465,3259,3394,2380,2674,2527,2360
"4205",856,1061,1354,1164,929,1126,1059,926
"4207",0,0,0,0,0,0,0,0
"4208",4,3,1,1,1,1,0,0
"4209",3685,3184,4692,4787,3506,3699,3781,3324
"421",429,284,926,1141,1158,1111,1099,941
"4210",2,2,2,0,4,4,2,8
"4211",621,703,472,486,478,452,446,383
"4212",387,492,772,728,771,917,823,737
"4213",68,63,71,84,130,131,138,104
"4214",795,1007,1435,1217,646,877,743,741
"4215",469,524,2063,2033,1250,1395,1409,1275
"4216",584,694,1093,1101,492,628,566,519
"4217",512,647,702,600,420,414,450,429
"4218",1600,1656,2599,2809,1962,2034,2224,1998
"4221",2513,2154,3042,3241,2454,2589,2604,2314
"4222",518,489,501,623,1647,1862,1709,1550
"4223",0,0,0,0,0,0,0,0
"4224",0,4,0,0,5,5,10,8
"4225",0,0,2,0,0,0,0,0
"4232",1323,1482,1358,1229,1332,1524,1425,1490
"4233",34551,42713,20617,18068,22101,26769,24494,24392
"4234",467,377,559,532,421,406,467,375
"4236",1498,1691,1903,1418,1246,1457,1366,1254
"4237",0,0,0,0,1,0,0,0
"4238",2888,3853,1640,1194,1881,2586,2207,2406
"4239",54,55,37,45,65,52,64,62
"4240",38,40,36,18,42,34,52,40
"4241",5206,4088,3808,4315,6606,6674,6964,5907
"4242",7,2,20,13,6,0,4,0
"4245",4751,3862,2308,2690,4344,4364,4909,4444
"4246",0,0,0,0,0,0,0,0
"4247",1055,1161,1098,860,974,1141,1107,1070
"4248",38,36,22,36,176,152,154,143
"4249",5488,6232,4669,4453,3859,4439,4287,3964
"4250",0,0,0,0,0,0,0,0
"425054",0,0,0,0,2,0,0,1
"4253",623,708,364,234,466,577,549,482
"4254",4091,5341,1556,1028,1493,1958,1770,1806
"4255",0,0,0,0,0,0,0,0
"4256",374,416,232,170,314,383,382,444
"4257",6615,8741,2951,2404,3216,4049,3393,3759
"4258",479,671,397,352,338,405,372,369
"4259",6485,7186,5331,5331,4587,5436,5057,4797
"4261",4,7,3,0,4,4,0,10
"4267",3257,3031,2802,2819,3558,3626,3906,3573
"427",2789,3097,2812,2877,2765,3601,3491,3175
"4277",5218,5266,3959,3983,3327,3623,3458,3149
"4281",1463,1718,2273,2162,2174,2323,2386,2167
"4282",0,0,0,0,0,0,0,0
"4283",0,0,0,0,0,0,0,0
"4284",0,2,4,0,2,9,6,0
"4285",594,732,677,584,545,624,655,576
"4286",1686,1898,1921,1952,1291,1557,1431,1394
"4287",141,167,176,128,88,128,90,120
"4288",12261,14517,14383,11225,6543,7595,7188,6922
"4289",2152,2569,2813,2253,1517,1960,1664,1856
"429",0,0,0,0,0,0,0,0
"4291",0,0,0,0,0,0,0,0
"4292",1014,1289,1286,1051,1104,1400,1178,1145
"4293",666,606,857,819,741,870,873,788
"4294",424,352,529,525,938,856,947,887
"4295",0,0,0,0,0,0,0,0
"4296",2035,1379,2813,3735,2535,2478,2662,2348
"4297",9174,11263,11039,9046,7041,7973,7758,6923
"4298",4204,3316,4603,5067,4113,4137,4203,3661
"4299",3431,3960,4373,3566,2558,3068,2813,2744
"43",2,0,0,2,8,6,14,5
"430",0,0,0,0,0,0,0,0
"4300",600,835,720,643,579,723,656,664
"4301",300,306,326,228,233,240,285,230
"4302",5114,4305,6032,6490,7263,7339,7806,6927
"4303",402,404,231,222,465,465,490,456
"4306",14,16,8,6,6,10,6,12
"4308",0,0,0,0,0,0,0,0
"4311",3661,4715,1601,1188,3137,3833,3332,3404
"4312",0,0,0,0,0,0,2,0
"4313",0,0,0,0,2,0,0,0
"4314",0,0,0,0,0,0,0,0
"4316",2,2,2,2,0,0,0,2
"4317",0,0,0,0,0,0,0,0
"431704",0,0,0,0,0,0,0,0
"431705",10,6,4,4,0,0,0,0
"431707",0,0,0,0,0,0,0,0
"4318",19,27,13,15,56,65,52,77
"4319",0,0,0,0,0,0,0,0
"432",23,7,7,8,8,5,2,2
"4320",198,183,270,297,261,337,352,270
"4321",1920,2439,577,412,452,490,436,452
"4322",0,0,0,0,0,1,1,0
"4323",10,10,13,6,10,4,6,4
"432369",343,232,329,1075,824,1023,1078,961
"4324",28145,22992,14328,16031,19877,20456,21338,18316
"4325",0,0,0,0,0,0,0,0
"4326",268,151,130,240,140,197,163,150
"4327",96,86,153,128,139,162,149,137
"4329",208,289,483,406,323,324,284,326
"433",0,0,0,0,0,0,0,0
"4330",2661,2192,2935,3151,3242,3179,3387,3053
"4331",224,310,271,180,178,248,158,210
"4332",0,0,0,0,0,0,0,0
"4335",1666,1233,2138,2330,2113,2235,2285,2115
"4336",0,0,0,0,0,0,0,0
"4337",0,0,0,0,0,0,0,0
"4338",448,531,630,495,315,426,378,379
"434",13,12,13,8,9,4,5,8
"4340",0,0,0,0,0,0,0,0
"4342",0,0,0,0,0,0,0,0
"4343",5914,5357,6592,7235,8210,8661,8842,7678
"4345",0,0,2,0,0,0,0,0
"435",448,343,635,606,1157,1290,1336,1095
"4350",916,543,1276,1492,2075,1995,2278,1927
"4351",904,917,1655,1637,2064,1982,2174,1831
"4352",6,9,8,8,9,16,12,10
"4353",0,0,0,0,1,0,0,0
"4354",141,167,177,174,112,130,110,128
"4355",1499,1254,2016,2290,1492,1652,1624,1345
"4356",426,411,418,402,377,391,415,365
"4357",1778,1235,2508,3013,2328,2331,2550,2272
"4358",1002,1021,1631,1772,1673,1911,1855,1607
"4359",14,4,4,4,2,2,2,8
"4360",0,2,0,0,0,0,0,0
"4361",567,563,762,463,511,596,584,564
"4363",10893,10156,12410,13649,12072,13095,13092,11617
"438",4,2,2,2,2,0,4,1
"43847",2,0,1,2,0,0,0,1
"43849",0,0,0,0,0,0,0,0
"439",4478,4257,5274,5844,5431,5733,5667,5059
"439915",0,0,0,0,0,0,0,0
"439916",0,0,0,0,0,0,0,0
"439921",3653,4256,4067,3677,2809,3199,3243,2754
"439927",2,2,0,0,2,0,0,0
"439931",32,34,52,40,70,46,74,55
"439934",0,0,0,0,0,0,0,0
"439941",0,0,0,0,0,0,0,0
"439949",0,0,0,0,0,0,0,0
"439965",86,82,79,53,37,85,49,90
"439990",196,218,319,296,267,361,355,277
"439994",43,32,51,75,87,85,73,74
"439996",0,0,0,0,0,0,0,0
"440",2176,2687,2233,2060,621,770,775,796
"440021",0,0,0,0,0,0,0,0
"440023",0,0,0,0,0,0,0,0
"440026",768,891,614,503,754,945,826,862
"440028",10,9,36,15,25,38,37,24
"440034",0,0,0,0,0,0,0,0
"440040",0,0,0,0,0,0,0,0
"440041",0,0,0,0,0,0,0,0
"440044",2,8,7,6,7,4,0,6
"440050",0,0,0,0,0,0,0,0
"440051",0,0,0,0,0,0,0,0
"440068",0,0,0,0,0,0,0,0
"440072",0,2,0,0,4,2,6,0
"440073",0,0,0,0,0,0,0,0
"440077",0,0,2,0,0,0,0,2
"440078",0,0,0,0,0,0,0,0
"440081",818,686,1085,1161,818,821,833,802
"440087",0,5,4,4,0,0,4,4
"440093",389,344,536,423,305,402,364,317
"440097",0,0,0,0,0,0,0,0
"440101",25,25,38,14,16,14,21,20
"440107",0,0,0,0,0,0,0,0
"440117",0,2,0,0,0,0,0,0
"440119",166,175,32,30,85,89,101,69
"440131",0,0,0,0,0,0,0,0
"440138",19,34,27,11,25,30,31,27
"440145",408,615,227,152,137,232,186,242
"440153",0,0,0,0,0,0,0,0
"440163",3,0,0,0,2,0,0,2
"440173",0,0,2,2,0,2,0,2
"440184",0,0,0,0,0,0,0,0
"440193",1070,911,1583,1667,719,742,869,690
"440224",0,2,0,2,0,2,2,4
"440225",0,0,0,0,0,0,0,0
"440248",572,593,627,557,766,932,834,769
"440253",7,2,0,0,0,4,4,0
"440270",947,991,985,814,821,905,889,805
"440275",3196,3665,5123,4694,3066,3856,3441,3200
"440278",17,9,26,18,31,38,50,23
"440279",0,0,0,0,0,0,0,0
"440288",22,25,25,35,39,48,51,42
"440295",125,149,119,101,79,131,88,108
"440297",143,132,221,252,165,192,170,168
"440299",5,13,11,25,24,28,29,25
"440300",43,28,43,56,46,41,50,34
"440307",24,30,30,11,10,17,16,4
"440335",5,5,5,6,4,4,9,6
"440352",66,43,49,31,20,26,13,14
"440354",301,378,381,265,189,242,199,201
"440356",14,14,24,18,23,27,24,13
"440359",154,187,203,171,121,108,149,136
"440362",11,5,22,12,9,18,15,12
"440387",0,2,0,2,0,0,0,0
"440419",0,0,0,0,0,0,0,0
"440423",98,107,108,39,66,78,78,59
"440434",309,369,305,311,338,400,381,372
"440435",12,10,2,2,0,4,4,0
"440452",0,0,4,2,2,9,6,1
"440456",156,113,181,161,189,141,173,166
"440461",0,0,0,0,0,0,0,2
"440465",749,697,677,660,906,905,930,804
"440482",0,0,0,0,0,0,0,0
"440498",362,420,518,375,333,296,349,320
"440503",25,12,48,52,20,31,42,31
"440508",4,0,0,0,2,4,1,4
"440515",12,14,13,5,10,18,7,2
"440518",0,0,0,0,0,0,0,0
"440519",0,0,0,0,0,0,0,0
"440533",0,0,0,0,0,0,0,0
"440556",0,0,0,0,0,0,0,0
"440560",0,0,0,0,0,0,0,0
"440561",0,0,0,0,0,0,0,0
"440563",0,0,0,0,0,0,0,0
"440567",994,1481,1456,1169,735,761,824,664
"440574",440,631,505,515,346,383,270,402
"440584",8,10,4,2,14,10,8,5
"440585",0,0,0,0,0,2,0,0
"440590",566,741,653,488,367,444,427,461
"440594",0,0,0,0,0,0,0,0
"440600",8,6,25,3,6,14,8,2
"440603",4,14,4,6,2,0,2,4
"440689",29,16,68,52,34,46,40,38
"440695",3,10,5,7,2,6,6,0
"440699",0,0,0,0,0,0,0,0
"440700",0,0,0,1,0,2,0,4
"440704",0,0,0,0,0,0,0,0
"440712",0,0,0,0,0,0,0,0
"440730",2,0,0,0,0,0,0,2
"440738",0,2,9,0,10,18,22,12
"440757",0,0,0,0,0,0,0,0
"440799",2,1,2,0,3,0,4,0
"440822",0,0,0,0,0,0,0,0
"440823",14,20,17,8,24,14,8,12
"440829",7,2,0,0,0,0,0,0
"440836",47,29,87,137,196,157,175,151
"440854",0,0,0,0,0,0,0,0
"440888",0,0,0,0,0,0,0,0
"440896",0,0,0,0,0,0,0,0
"440900",0,0,0,0,2,0,0,0
"440905",68,67,81,44,33,48,49,37
"440910",0,7,3,3,0,0,2,0
"440915",203,204,266,192,180,145,150,114
"440925",0,0,0,0,0,0,0,0
"440926",3,2,2,3,0,0,0,0
"440944",318,347,331,262,166,212,156,188
"440952",0,0,0,2,0,0,2,0
"440955",17,14,4,5,11,10,13,8
"440956",0,0,0,0,0,0,0,0
"440957",239,246,426,369,252,293,312,272
"440970",0,0,0,0,0,0,0,0
"441009",1,2,0,2,2,2,0,0
"441024",58,111,98,67,53,34,37,38
"441025",0,0,0,0,0,0,0,0
"441027",0,0,0,0,0,0,0,0
"441046",0,0,0,0,0,0,0,0
"441051",9,14,17,18,5,11,2,5
"441054",0,2,0,0,0,1,4,3
"441056",0,0,0,0,0,0,0,0
"441058",309,454,277,175,356,411,389,328
"441061",0,0,0,0,0,0,0,0
"441089",173,276,331,460,218,279,250,253
"441094",52,86,108,72,63,97,86,78
"441108",13,12,21,20,7,11,13,18
"441150",60,50,77,150,172,180,201,150
"441151",10,17,20,15,26,18,25,10
"441161",0,0,0,0,0,0,0,1
"441168",0,0,0,0,0,0,0,0
"441172",34,48,69,77,91,114,101,107
"441177",30,22,48,43,58,42,66,48
"441191",508,527,730,871,775,683,713,652
"441194",392,398,600,480,547,529,587,531
"441204",0,0,0,0,0,0,0,0
"441208",23,15,43,52,108,101,102,78
"441212",151,168,225,157,120,108,152,107
"441234",0,2,0,0,0,0,0,0
"441242",90,85,141,114,100,139,132,114
"441250",200,265,210,235,266,315,307,242
"441251",2,6,14,8,4,8,18,4
"441263",60,68,122,149,130,117,144,117
"441272",25,28,39,54,57,74,52,57
"441273",80,71,171,85,186,189,180,156
"441282",0,6,4,2,12,14,8,10
"441294",32,29,18,28,13,32,19,15
"441295",38,54,24,52,80,72,96,61
"441307",134,94,134,62,135,127,152,131
"441308",0,1,0,0,0,0,2,0
"441315",0,0,0,0,0,0,0,0
"441317",0,0,0,0,0,0,2,0
"441324",0,0,0,0,0,0,0,0
"441327",0,0,0,0,0,0,0,0
"441328",0,0,0,0,0,0,0,0
"441355",0,0,0,0,0,0,0,0
"441374",0,0,2,0,0,3,0,0
"441376",0,0,0,0,0,0,0,0
"441381",0,0,0,0,0,0,0,0
"441389",2,2,0,0,2,2,0,0
"441394",24,12,22,36,24,19,32,38
"441425",0,0,0,0,0,0,0,0
"441432",0,0,0,0,0,1,0,0
"441452",0,0,0,0,0,0,0,0
"441454",9,12,10,8,6,2,10,8
"441455",0,0,2,0,2,0,0,0
"441457",11,3,6,6,10,11,20,18
"441459",321,335,301,186,235,236,235,234
"441461",2,0,1,4,0,2,4,5
"441476",2,0,5,5,7,9,2,8
"441478",500,306,608,714,632,684,666,614
"441502",114,52,80,187,174,210,216,175
"441509",0,0,0,0,0,0,0,0
"441518",4,2,6,8,2,2,6,0
"441519",0,0,1,0,0,0,0,0
"441520",0,0,0,0,0,0,0,0
"441521",0,0,0,0,0,0,0,0
"441525",0,0,0,0,0,0,0,0
"441531",545,548,1111,1213,747,850,843,723
"441549",28,38,23,10,24,21,49,28
"441581",0,0,0,0,0,0,0,0
"441601",0,0,0,0,0,0,0,0
"441608",0,0,0,0,0,0,0,0
"441631",0,0,2,0,2,0,0,0
"441639",0,0,0,0,0,0,0,0
"441666",6,12,0,0,6,2,2,2
"441669",0,0,0,0,0,0,0,0
"441670",0,0,0,0,0,0,0,0
"441687",1,0,0,2,0,0,0,0
"441818",70,38,60,70,33,52,40,36
"441864",0,0,0,0,0,0,0,0
"441869",0,2,0,0,2,0,0,0
"441897",0,0,0,0,0,0,0,0
"441911",0,0,0,0,0,0,0,0
"441932",0,0,0,0,0,0,0,0
"441933",0,0,0,0,0,0,0,0
"441951",1552,1893,2001,1559,1107,1176,1074,952
"442028",0,0,0,0,0,0,0,0
"442038",0,0,0,0,0,0,0,0
"442117",81,88,39,37,123,87,128,107
"442132",0,0,0,0,0,0,0,0
"442184",0,0,0,0,0,0,0,0
"442186",0,0,0,0,0,0,0,0
"442191",0,0,0,0,0,0,0,0
"442194",0,0,0,0,0,0,0,0
"442211",0,0,0,0,0,0,0,0
"442213",8,2,0,0,2,1,4,1
"442229",0,0,0,0,0,0,2,0
"442245",0,0,0,2,0,0,2,0
"442247",0,0,0,0,0,0,0,2
"442319",1,0,0,0,0,0,0,2
"442361",0,0,0,0,0,0,0,0
"442421",0,0,0,0,0,0,0,0
"442425",0,0,0,0,0,0,0,0
"442444",0,0,0,0,0,0,0,0
"442454",64,70,57,81,66,74,78,85
"442459",0,6,2,6,2,0,6,0
"442497",0,0,0,0,0,0,0,0
"442523",0,0,0,0,0,0,0,0
"442524",4,7,4,0,2,8,3,2
"442578",383,348,427,340,418,421,374,354
"442582",253,249,281,289,321,391,381,324
"442590",11,13,34,21,20,30,57,30
"442720",0,0,0,0,0,0,0,0
"442721",0,0,0,0,0,0,0,0
"442862",0,0,0,0,0,0,0,0
"442867",0,0,0,0,0,0,0,0
"442890",0,0,0,0,0,0,0,0
"442891",0,0,1,4,0,0,0,1
"442892",0,0,0,0,0,0,0,0
"442894",3,4,0,3,6,2,2,0
"442897",0,0,0,0,0,0,0,0
"442898",22,19,26,11,30,22,38,23
"442900",0,0,0,0,0,0,0,0
"442901",0,1,1,0,0,0,0,0
"442902",0,0,2,0,0,2,4,4
"442903",0,0,1,0,1,1,1,1
"442904",0,0,0,0,0,0,0,0
"442905",0,0,0,0,0,0,0,0
"442906",0,0,0,0,0,0,0,0
"442907",1,0,2,0,0,0,2,0
"442908",0,0,0,0,0,0,0,0
"442910",1,0,0,0,0,0,0,0
"442911",0,0,0,0,0,0,0,0
"442913",0,0,0,0,0,0,0,0
"442914",0,0,0,0,0,0,0,0
